area_name,area_code,date,new_cases,total_cases
Croydon,E09000008,2021-04-23,3,30859
Ealing,E09000009,2021-04-23,14,31095
Enfield,E09000010,2021-04-23,9,29753
Greenwich,E09000011,2021-04-23,4,22375
Hackney and City of London,E09000012,2021-04-23,8,21662
Hammersmith and Fulham,E09000013,2021-04-23,4,13007
Haringey,E09000014,2021-04-23,6,20790
Harrow,E09000015,2021-04-23,14,20799
Havering,E09000016,2021-04-23,4,26880
Hillingdon,E09000017,2021-04-23,11,26536
Hounslow,E09000018,2021-04-23,8,24853
Islington,E09000019,2021-04-23,2,14984
Kensington and Chelsea,E09000020,2021-04-23,6,9014
Kingston upon Thames,E09000021,2021-04-23,6,12254
Lambeth,E09000022,2021-04-23,4,24222
Lewisham,E09000023,2021-04-23,7,21662
Merton,E09000024,2021-04-23,3,16234
Newham,E09000025,2021-04-23,14,35549
Redbridge,E09000026,2021-04-23,11,32897
Richmond upon Thames,E09000027,2021-04-23,7,10854
Southwark,E09000028,2021-04-23,4,22424
Sutton,E09000029,2021-04-23,1,15915
Tower Hamlets,E09000030,2021-04-23,13,28859
Waltham Forest,E09000031,2021-04-23,2,24912
Wandsworth,E09000032,2021-04-23,7,22189
Westminster,E09000033,2021-04-23,8,14207
Barking and Dagenham,E09000002,2021-04-24,5,23582
Barnet,E09000003,2021-04-24,9,30461
Bexley,E09000004,2021-04-24,3,22373
Brent,E09000005,2021-04-24,12,28577
Bromley,E09000006,2021-04-24,7,24340
Camden,E09000007,2021-04-24,5,14117
Croydon,E09000008,2021-04-24,5,30864
Ealing,E09000009,2021-04-24,13,31108
Enfield,E09000010,2021-04-24,8,29761
Greenwich,E09000011,2021-04-24,5,22380
Hackney and City of London,E09000012,2021-04-24,1,21663
Hammersmith and Fulham,E09000013,2021-04-24,4,13011
Haringey,E09000014,2021-04-24,4,20794
Harrow,E09000015,2021-04-24,12,20811
Havering,E09000016,2021-04-24,4,26884
Hillingdon,E09000017,2021-04-24,12,26548
Hounslow,E09000018,2021-04-24,14,24867
Islington,E09000019,2021-04-24,4,14988
Kensington and Chelsea,E09000020,2021-04-24,1,9015
Kingston upon Thames,E09000021,2021-04-24,4,12258
Lambeth,E09000022,2021-04-24,3,24225
Lewisham,E09000023,2021-04-24,0,21662
Merton,E09000024,2021-04-24,8,16242
Newham,E09000025,2021-04-24,19,35568
Redbridge,E09000026,2021-04-24,17,32914
Richmond upon Thames,E09000027,2021-04-24,1,10855
Southwark,E09000028,2021-04-24,6,22430
Sutton,E09000029,2021-04-24,5,15920
Tower Hamlets,E09000030,2021-04-24,9,28868
Waltham Forest,E09000031,2021-04-24,2,24914
Wandsworth,E09000032,2021-04-24,10,22199
Westminster,E09000033,2021-04-24,9,14216
Barking and Dagenham,E09000002,2021-04-25,8,23590
Barnet,E09000003,2021-04-25,11,30472
Bexley,E09000004,2021-04-25,2,22375
Brent,E09000005,2021-04-25,13,28590
Bromley,E09000006,2021-04-25,8,24348
Camden,E09000007,2021-04-25,3,14120
Croydon,E09000008,2021-04-25,8,30872
Ealing,E09000009,2021-04-25,15,31123
Enfield,E09000010,2021-04-25,4,29765
Greenwich,E09000011,2021-04-25,7,22387
Hackney and City of London,E09000012,2021-04-25,11,21674
Hammersmith and Fulham,E09000013,2021-04-25,3,13014
Haringey,E09000014,2021-04-25,3,20797
Harrow,E09000015,2021-04-25,16,20827
Havering,E09000016,2021-04-25,2,26886
Hillingdon,E09000017,2021-04-25,18,26566
Hounslow,E09000018,2021-04-25,16,24883
Islington,E09000019,2021-04-25,7,14995
Kensington and Chelsea,E09000020,2021-04-25,6,9021
Kingston upon Thames,E09000021,2021-04-25,2,12260
Lambeth,E09000022,2021-04-25,6,24231
Lewisham,E09000023,2021-04-25,3,21665
Merton,E09000024,2021-04-25,7,16249
Newham,E09000025,2021-04-25,13,35581
Redbridge,E09000026,2021-04-25,8,32922
Richmond upon Thames,E09000027,2021-04-25,7,10862
Southwark,E09000028,2021-04-25,6,22436
Sutton,E09000029,2021-04-25,8,15928
Tower Hamlets,E09000030,2021-04-25,16,28884
Waltham Forest,E09000031,2021-04-25,7,24921
Wandsworth,E09000032,2021-04-25,9,22208
Westminster,E09000033,2021-04-25,11,14227
Barking and Dagenham,E09000002,2021-04-26,9,23599
Barnet,E09000003,2021-04-26,6,30478
Bexley,E09000004,2021-04-26,5,22380
Brent,E09000005,2021-04-26,14,28604
Bromley,E09000006,2021-04-26,6,24354
Camden,E09000007,2021-04-26,4,14124
Croydon,E09000008,2021-04-26,12,30884
Ealing,E09000009,2021-04-26,18,31141
Enfield,E09000010,2021-04-26,6,29771
Greenwich,E09000011,2021-04-26,7,22394
Hackney and City of London,E09000012,2021-04-26,6,21680
Hammersmith and Fulham,E09000013,2021-04-26,10,13024
Haringey,E09000014,2021-04-26,10,20807
Harrow,E09000015,2021-04-26,9,20836
Havering,E09000016,2021-04-26,2,26888
Hillingdon,E09000017,2021-04-26,12,26578
Hounslow,E09000018,2021-04-26,21,24904
Islington,E09000019,2021-04-26,3,14998
Kensington and Chelsea,E09000020,2021-04-26,11,9032
Kingston upon Thames,E09000021,2021-04-26,5,12265
Lambeth,E09000022,2021-04-26,6,24237
Lewisham,E09000023,2021-04-26,8,21673
Merton,E09000024,2021-04-26,4,16253
Newham,E09000025,2021-04-26,22,35603
Redbridge,E09000026,2021-04-26,12,32934
Richmond upon Thames,E09000027,2021-04-26,9,10871
Southwark,E09000028,2021-04-26,9,22445
Sutton,E09000029,2021-04-26,8,15936
Tower Hamlets,E09000030,2021-04-26,7,28891
Waltham Forest,E09000031,2021-04-26,6,24927
Wandsworth,E09000032,2021-04-26,12,22220
Westminster,E09000033,2021-04-26,13,14240
Barking and Dagenham,E09000002,2021-04-27,8,23607
Barnet,E09000003,2021-04-27,9,30487
Bexley,E09000004,2021-04-27,3,22383
Brent,E09000005,2021-04-27,13,28617
Bromley,E09000006,2021-04-27,9,24363
Camden,E09000007,2021-04-27,7,14131
Croydon,E09000008,2021-04-27,14,30898
Ealing,E09000009,2021-04-27,19,31160
Enfield,E09000010,2021-04-27,6,29777
Greenwich,E09000011,2021-04-27,3,22397
Hackney and City of London,E09000012,2021-04-27,4,21684
Hammersmith and Fulham,E09000013,2021-04-27,5,13029
Haringey,E09000014,2021-04-27,5,20812
Harrow,E09000015,2021-04-27,14,20850
Havering,E09000016,2021-04-27,8,26896
Hillingdon,E09000017,2021-04-27,10,26588
Hounslow,E09000018,2021-04-27,12,24916
Islington,E09000019,2021-04-27,12,15010
Kensington and Chelsea,E09000020,2021-04-27,10,9042
Kingston upon Thames,E09000021,2021-04-27,3,12268
Lambeth,E09000022,2021-04-27,13,24250
Lewisham,E09000023,2021-04-27,4,21677
Merton,E09000024,2021-04-27,3,16256
Newham,E09000025,2021-04-27,12,35615
Redbridge,E09000026,2021-04-27,5,32939
Richmond upon Thames,E09000027,2021-04-27,4,10875
Southwark,E09000028,2021-04-27,8,22453
Sutton,E09000029,2021-04-27,9,15945
Tower Hamlets,E09000030,2021-04-27,19,28910
Waltham Forest,E09000031,2021-04-27,6,24933
Wandsworth,E09000032,2021-04-27,6,22226
Westminster,E09000033,2021-04-27,7,14247
Barking and Dagenham,E09000002,2021-04-28,7,23614
Barnet,E09000003,2021-04-28,9,30496
Bexley,E09000004,2021-04-28,8,22391
Brent,E09000005,2021-04-28,11,28628
Bromley,E09000006,2021-04-28,5,24368
Camden,E09000007,2021-04-28,5,14136
Croydon,E09000008,2021-04-28,9,30907
Ealing,E09000009,2021-04-28,23,31183
Enfield,E09000010,2021-04-28,7,29784
Greenwich,E09000011,2021-04-28,12,22409
Hackney and City of London,E09000012,2021-04-28,10,21694
Hammersmith and Fulham,E09000013,2021-04-28,11,13040
Haringey,E09000014,2021-04-28,6,20818
Harrow,E09000015,2021-04-28,12,20862
Havering,E09000016,2021-04-28,4,26900
Hillingdon,E09000017,2021-04-28,16,26604
Hounslow,E09000018,2021-04-28,17,24933
Islington,E09000019,2021-04-28,2,15012
Kensington and Chelsea,E09000020,2021-04-28,7,9049
Kingston upon Thames,E09000021,2021-04-28,6,12274
Lambeth,E09000022,2021-04-28,4,24254
Lewisham,E09000023,2021-04-28,8,21685
Merton,E09000024,2021-04-28,10,16266
Newham,E09000025,2021-04-28,4,35619
Redbridge,E09000026,2021-04-28,11,32950
Richmond upon Thames,E09000027,2021-04-28,3,10878
Southwark,E09000028,2021-04-28,7,22460
Sutton,E09000029,2021-04-28,7,15952
Tower Hamlets,E09000030,2021-04-28,11,28921
Waltham Forest,E09000031,2021-04-28,11,24944
Wandsworth,E09000032,2021-04-28,9,22235
Westminster,E09000033,2021-04-28,14,14261
Barking and Dagenham,E09000002,2021-04-29,7,23621
Barnet,E09000003,2021-04-29,6,30502
Bexley,E09000004,2021-04-29,5,22396
Brent,E09000005,2021-04-29,7,28635
Bromley,E09000006,2021-04-29,8,24376
Camden,E09000007,2021-04-29,4,14140
Croydon,E09000008,2021-04-29,6,30913
Ealing,E09000009,2021-04-29,14,31197
Enfield,E09000010,2021-04-29,5,29789
Greenwich,E09000011,2021-04-29,6,22415
Hackney and City of London,E09000012,2021-04-29,5,21699
Hammersmith and Fulham,E09000013,2021-04-29,12,13052
Haringey,E09000014,2021-04-29,5,20823
Harrow,E09000015,2021-04-29,14,20876
Havering,E09000016,2021-04-29,3,26903
Hillingdon,E09000017,2021-04-29,6,26610
Hounslow,E09000018,2021-04-29,6,24939
Islington,E09000019,2021-04-29,4,15016
Kensington and Chelsea,E09000020,2021-04-29,7,9056
Kingston upon Thames,E09000021,2021-04-29,3,12277
Lambeth,E09000022,2021-04-29,11,24265
Lewisham,E09000023,2021-04-29,6,21691
Merton,E09000024,2021-04-29,4,16270
Newham,E09000025,2021-04-29,4,35623
Redbridge,E09000026,2021-04-29,1,32951
Richmond upon Thames,E09000027,2021-04-29,6,10884
Southwark,E09000028,2021-04-29,7,22467
Sutton,E09000029,2021-04-29,0,15952
Tower Hamlets,E09000030,2021-04-29,4,28925
Waltham Forest,E09000031,2021-04-29,3,24947
Wandsworth,E09000032,2021-04-29,7,22242
Westminster,E09000033,2021-04-29,10,14271
Barking and Dagenham,E09000002,2021-04-30,3,23624
Barnet,E09000003,2021-04-30,10,30512
Bexley,E09000004,2021-04-30,4,22400
Brent,E09000005,2021-04-30,11,28646
Bromley,E09000006,2021-04-30,6,24382
Camden,E09000007,2021-04-30,5,14145
Croydon,E09000008,2021-04-30,16,30929
Ealing,E09000009,2021-04-30,21,31218
Enfield,E09000010,2021-04-30,7,29796
Greenwich,E09000011,2021-04-30,8,22423
Hackney and City of London,E09000012,2021-04-30,9,21708
Hammersmith and Fulham,E09000013,2021-04-30,4,13056
Haringey,E09000014,2021-04-30,6,20829
Harrow,E09000015,2021-04-30,10,20886
Havering,E09000016,2021-04-30,4,26907
Hillingdon,E09000017,2021-04-30,6,26616
Hounslow,E09000018,2021-04-30,8,24947
Islington,E09000019,2021-04-30,5,15021
Kensington and Chelsea,E09000020,2021-04-30,4,9060
Kingston upon Thames,E09000021,2021-04-30,2,12279
Lambeth,E09000022,2021-04-30,6,24271
Lewisham,E09000023,2021-04-30,8,21699
Merton,E09000024,2021-04-30,7,16277
Newham,E09000025,2021-04-30,6,35629
Redbridge,E09000026,2021-04-30,6,32957
Richmond upon Thames,E09000027,2021-04-30,4,10888
Southwark,E09000028,2021-04-30,9,22476
Sutton,E09000029,2021-04-30,1,15953
Tower Hamlets,E09000030,2021-04-30,7,28932
Waltham Forest,E09000031,2021-04-30,4,24951
Wandsworth,E09000032,2021-04-30,7,22249
Westminster,E09000033,2021-04-30,8,14279
Barking and Dagenham,E09000002,2021-05-01,2,23626
Barnet,E09000003,2021-05-01,7,30519
Bexley,E09000004,2021-05-01,4,22404
Brent,E09000005,2021-05-01,11,28657
Bromley,E09000006,2021-05-01,9,24391
Camden,E09000007,2021-05-01,3,14148
Croydon,E09000008,2021-05-01,7,30936
Ealing,E09000009,2021-05-01,14,31232
Enfield,E09000010,2021-05-01,6,29802
Greenwich,E09000011,2021-05-01,3,22426
Hackney and City of London,E09000012,2021-05-01,5,21713
Hammersmith and Fulham,E09000013,2021-05-01,0,13056
Haringey,E09000014,2021-05-01,7,20836
Harrow,E09000015,2021-05-01,7,20893
Havering,E09000016,2021-05-01,1,26908
Hillingdon,E09000017,2021-05-01,20,26636
Hounslow,E09000018,2021-05-01,10,24957
Islington,E09000019,2021-05-01,2,15023
Kensington and Chelsea,E09000020,2021-05-01,3,9063
Kingston upon Thames,E09000021,2021-05-01,1,12280
Lambeth,E09000022,2021-05-01,2,24273
Lewisham,E09000023,2021-05-01,4,21703
Merton,E09000024,2021-05-01,2,16279
Newham,E09000025,2021-05-01,6,35635
Redbridge,E09000026,2021-05-01,7,32964
Richmond upon Thames,E09000027,2021-05-01,4,10892
Southwark,E09000028,2021-05-01,4,22480
Sutton,E09000029,2021-05-01,4,15957
Tower Hamlets,E09000030,2021-05-01,2,28934
Waltham Forest,E09000031,2021-05-01,4,24955
Wandsworth,E09000032,2021-05-01,4,22253
Westminster,E09000033,2021-05-01,2,14281
Barking and Dagenham,E09000002,2021-05-02,1,23627
Barnet,E09000003,2021-05-02,6,30525
Bexley,E09000004,2021-05-02,7,22411
Brent,E09000005,2021-05-02,8,28665
Bromley,E09000006,2021-05-02,7,24398
Camden,E09000007,2021-05-02,8,14156
Croydon,E09000008,2021-05-02,4,30940
Ealing,E09000009,2021-05-02,11,31243
Enfield,E09000010,2021-05-02,5,29807
Greenwich,E09000011,2021-05-02,5,22431
Hackney and City of London,E09000012,2021-05-02,5,21718
Hammersmith and Fulham,E09000013,2021-05-02,2,13058
Haringey,E09000014,2021-05-02,6,20842
Harrow,E09000015,2021-05-02,9,20902
Havering,E09000016,2021-05-02,0,26908
Hillingdon,E09000017,2021-05-02,5,26641
Hounslow,E09000018,2021-05-02,14,24971
Islington,E09000019,2021-05-02,6,15029
Kensington and Chelsea,E09000020,2021-05-02,5,9068
Kingston upon Thames,E09000021,2021-05-02,3,12283
Lambeth,E09000022,2021-05-02,2,24275
Lewisham,E09000023,2021-05-02,2,21705
Merton,E09000024,2021-05-02,5,16284
Newham,E09000025,2021-05-02,5,35640
Redbridge,E09000026,2021-05-02,7,32971
Richmond upon Thames,E09000027,2021-05-02,4,10896
Southwark,E09000028,2021-05-02,6,22486
Sutton,E09000029,2021-05-02,2,15959
Tower Hamlets,E09000030,2021-05-02,7,28941
Waltham Forest,E09000031,2021-05-02,5,24960
Wandsworth,E09000032,2021-05-02,4,22257
Westminster,E09000033,2021-05-02,7,14288
Barking and Dagenham,E09000002,2021-05-03,3,23630
Barnet,E09000003,2021-05-03,11,30536
Bexley,E09000004,2021-05-03,5,22416
Brent,E09000005,2021-05-03,10,28675
Bromley,E09000006,2021-05-03,6,24404
Camden,E09000007,2021-05-03,3,14159
Croydon,E09000008,2021-05-03,9,30949
Ealing,E09000009,2021-05-03,19,31262
Enfield,E09000010,2021-05-03,5,29812
Greenwich,E09000011,2021-05-03,9,22440
Hackney and City of London,E09000012,2021-05-03,1,21719
Hammersmith and Fulham,E09000013,2021-05-03,4,13062
Haringey,E09000014,2021-05-03,10,20852
Harrow,E09000015,2021-05-03,10,20912
Havering,E09000016,2021-05-03,1,26909
Hillingdon,E09000017,2021-05-03,17,26658
Hounslow,E09000018,2021-05-03,11,24982
Islington,E09000019,2021-05-03,5,15034
Kensington and Chelsea,E09000020,2021-05-03,9,9077
Kingston upon Thames,E09000021,2021-05-03,3,12286
Lambeth,E09000022,2021-05-03,8,24283
Lewisham,E09000023,2021-05-03,7,21712
Merton,E09000024,2021-05-03,3,16287
Newham,E09000025,2021-05-03,8,35648
Redbridge,E09000026,2021-05-03,14,32985
Richmond upon Thames,E09000027,2021-05-03,6,10902
Southwark,E09000028,2021-05-03,10,22496
Sutton,E09000029,2021-05-03,3,15962
Tower Hamlets,E09000030,2021-05-03,4,28945
Waltham Forest,E09000031,2021-05-03,3,24963
Wandsworth,E09000032,2021-05-03,11,22268
Westminster,E09000033,2021-05-03,6,14294
Barking and Dagenham,E09000002,2021-05-04,11,23641
Barnet,E09000003,2021-05-04,5,30541
Bexley,E09000004,2021-05-04,5,22421
Brent,E09000005,2021-05-04,18,28693
Bromley,E09000006,2021-05-04,5,24409
Camden,E09000007,2021-05-04,9,14168
Croydon,E09000008,2021-05-04,11,30960
Ealing,E09000009,2021-05-04,26,31288
Enfield,E09000010,2021-05-04,5,29817
Greenwich,E09000011,2021-05-04,8,22448
Hackney and City of London,E09000012,2021-05-04,15,21734
Hammersmith and Fulham,E09000013,2021-05-04,5,13067
Haringey,E09000014,2021-05-04,5,20857
Harrow,E09000015,2021-05-04,12,20924
Havering,E09000016,2021-05-04,6,26915
Hillingdon,E09000017,2021-05-04,16,26674
Hounslow,E09000018,2021-05-04,24,25006
Islington,E09000019,2021-05-04,7,15041
Kensington and Chelsea,E09000020,2021-05-04,4,9081
Kingston upon Thames,E09000021,2021-05-04,3,12289
Lambeth,E09000022,2021-05-04,10,24293
Lewisham,E09000023,2021-05-04,7,21719
Merton,E09000024,2021-05-04,0,16287
Newham,E09000025,2021-05-04,7,35655
Redbridge,E09000026,2021-05-04,5,32990
Richmond upon Thames,E09000027,2021-05-04,3,10905
Southwark,E09000028,2021-05-04,8,22504
Sutton,E09000029,2021-05-04,6,15968
Tower Hamlets,E09000030,2021-05-04,10,28955
Waltham Forest,E09000031,2021-05-04,10,24973
Wandsworth,E09000032,2021-05-04,12,22280
Westminster,E09000033,2021-05-04,13,14307
Barking and Dagenham,E09000002,2021-05-05,5,23646
Barnet,E09000003,2021-05-05,9,30550
Bexley,E09000004,2021-05-05,5,22426
Brent,E09000005,2021-05-05,17,28710
Bromley,E09000006,2021-05-05,4,24413
Camden,E09000007,2021-05-05,5,14173
Croydon,E09000008,2021-05-05,11,30971
Ealing,E09000009,2021-05-05,24,31312
Enfield,E09000010,2021-05-05,6,29823
Greenwich,E09000011,2021-05-05,13,22461
Hackney and City of London,E09000012,2021-05-05,4,21738
Hammersmith and Fulham,E09000013,2021-05-05,4,13071
Haringey,E09000014,2021-05-05,4,20861
Harrow,E09000015,2021-05-05,8,20932
Havering,E09000016,2021-05-05,5,26920
Hillingdon,E09000017,2021-05-05,22,26696
Hounslow,E09000018,2021-05-05,20,25026
Islington,E09000019,2021-05-05,8,15049
Kensington and Chelsea,E09000020,2021-05-05,6,9087
Kingston upon Thames,E09000021,2021-05-05,5,12294
Lambeth,E09000022,2021-05-05,8,24301
Lewisham,E09000023,2021-05-05,4,21723
Merton,E09000024,2021-05-05,8,16295
Newham,E09000025,2021-05-05,3,35658
Redbridge,E09000026,2021-05-05,2,32992
Richmond upon Thames,E09000027,2021-05-05,7,10912
Southwark,E09000028,2021-05-05,3,22507
Sutton,E09000029,2021-05-05,3,15971
Tower Hamlets,E09000030,2021-05-05,15,28970
Waltham Forest,E09000031,2021-05-05,5,24978
Wandsworth,E09000032,2021-05-05,8,22288
Westminster,E09000033,2021-05-05,13,14320
Barking and Dagenham,E09000002,2021-05-06,6,23652
Barnet,E09000003,2021-05-06,12,30562
Bexley,E09000004,2021-05-06,8,22434
Brent,E09000005,2021-05-06,14,28724
Bromley,E09000006,2021-05-06,7,24420
Camden,E09000007,2021-05-06,6,14179
Croydon,E09000008,2021-05-06,12,30983
Ealing,E09000009,2021-05-06,19,31331
Enfield,E09000010,2021-05-06,11,29834
Greenwich,E09000011,2021-05-06,8,22469
Hackney and City of London,E09000012,2021-05-06,3,21741
Hammersmith and Fulham,E09000013,2021-05-06,4,13075
Haringey,E09000014,2021-05-06,5,20866
Harrow,E09000015,2021-05-06,7,20939
